STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,COMMAREA,COMMAREA_N,NOTES,ORIG_FID,Lat,Long
17,031,030900,17031030900,309,Census Tract 309,77,77,,563,41.97979509440,-87.67144544080
17,031,250600,17031250600,2506,Census Tract 2506,25,25,,564,41.90569345360,-87.77063030720
17,031,560100,17031560100,5601,Census Tract 5601,56,56,,565,41.81536583640,-87.74125026810
17,031,490500,17031490500,4905,Census Tract 4905,49,49,,566,41.71792756990,-87.61320674080
17,031,490600,17031490600,4906,Census Tract 4906,49,49,,567,41.71795135490,-87.62833235970
17,031,490700,17031490700,4907,Census Tract 4907,49,49,,568,41.71073188450,-87.62836478170
17,031,490800,17031490800,4908,Census Tract 4908,49,49,,569,41.71068281630,-87.61533711930
17,031,700200,17031700200,7002,Census Tract 7002,70,70,,570,41.75299041650,-87.72382247190
17,031,710200,17031710200,7102,Census Tract 7102,71,71,,571,41.75511215620,-87.65142767040
17,031,710400,17031710400,7104,Census Tract 7104,71,71,,572,41.75391863400,-87.67093244430
17,031,710500,17031710500,7105,Census Tract 7105,71,71,,573,41.74753160580,-87.67078728910
17,031,710700,17031710700,7107,Census Tract 7107,71,71,,574,41.74711000600,-87.65688400560
17,031,031900,17031031900,319,Census Tract 319,3,3,,575,41.96337401460,-87.67018405220
17,031,032100,17031032100,321,Census Tract 321,3,3,,576,41.95815383020,-87.65301788830
17,031,251000,17031251000,2510,Census Tract 2510,25,25,,577,41.89869446670,-87.74489244870
17,031,280400,17031280400,2804,Census Tract 2804,28,28,,578,41.88600964660,-87.67188448730
17,031,320100,17031320100,3201,Census Tract 3201,32,32,,579,41.88504647910,-87.62093224280
17,031,351000,17031351000,3510,Census Tract 3510,35,35,,580,41.83478368520,-87.60597443430
17,031,360200,17031360200,3602,Census Tract 3602,36,36,,581,41.82687569370,-87.60990515270
17,031,380100,17031380100,3801,Census Tract 3801,38,38,,582,41.82019674400,-87.61010049430
17,031,231500,17031231500,2315,Census Tract 2315,23,23,,583,41.89173183650,-87.71865590820
17,031,251100,17031251100,2511,Census Tract 2511,25,25,,584,41.89862477150,-87.75201116700
17,031,550200,17031550200,5502,Census Tract 5502,55,55,,585,41.65342931310,-87.56400999920
17,031,560800,17031560800,5608,Census Tract 5608,56,56,,586,41.79620561250,-87.77216592860
17,031,560900,17031560900,5609,Census Tract 5609,56,56,,587,41.79577013940,-87.79165140550
17,031,561000,17031561000,5610,Census Tract 5610,56,56,,588,41.78850215090,-87.79150326430
17,031,561100,17031561100,5611,Census Tract 5611,56,56,,589,41.78886982940,-87.77190985370
17,031,570200,17031570200,5702,Census Tract 5702,57,57,,590,41.81438019600,-87.73071459180
17,031,730400,17031730400,7304,Census Tract 7304,73,73,,591,41.71782126490,-87.65264255170
17,031,730500,17031730500,7305,Census Tract 7305,73,73,,592,41.71424929880,-87.63813858090
17,031,730600,17031730600,7306,Census Tract 7306,73,73,,593,41.71060033890,-87.65048566930
17,031,730700,17031730700,7307,Census Tract 7307,73,73,,594,41.70308170490,-87.65007924680
17,031,250300,17031250300,2503,Census Tract 2503,25,25,,595,41.91283910150,-87.76083842130
17,031,250400,17031250400,2504,Census Tract 2504,25,25,,596,41.91290784690,-87.77539555970
17,031,250500,17031250500,2505,Census Tract 2505,25,25,,597,41.91461862680,-87.79679533920
17,031,250700,17031250700,2507,Census Tract 2507,25,25,,598,41.90582124630,-87.76081003730
17,031,250800,17031250800,2508,Census Tract 2508,25,25,,599,41.90618174630,-87.75146768170
17,031,500300,17031500300,5003,Census Tract 5003,50,50,,600,41.68931503730,-87.60536976410
17,031,520300,17031520300,5203,Census Tract 5203,52,52,,601,41.70112319560,-87.53955717180
17,031,520600,17031520600,5206,Census Tract 5206,52,52,,602,41.68952934770,-87.54040383940
17,031,560200,17031560200,5602,Census Tract 5602,56,56,,603,41.81133960180,-87.74778048100
17,031,560300,17031560300,5603,Census Tract 5603,56,56,,604,41.80390711810,-87.74794935150
17,031,560400,17031560400,5604,Census Tract 5604,56,56,,605,41.80400847940,-87.74057678740
17,031,560700,17031560700,5607,Census Tract 5607,56,56,,606,41.79646261400,-87.75752018920
17,031,711500,17031711500,7115,Census Tract 7115,71,71,,607,41.73244062550,-87.63868813820
17,031,720600,17031720600,7206,Census Tract 7206,72,72,,608,41.70277640700,-87.67720697720
17,031,031000,17031031000,310,Census Tract 310,3,3,,609,41.97243701160,-87.67110935900
17,031,031700,17031031700,317,Census Tract 317,3,3,,610,41.96544657280,-87.66319542690
17,031,580300,17031580300,5803,Census Tract 5803,58,58,,611,41.82518758350,-87.70893399050
17,031,050500,17031050500,505,Census Tract 505,5,5,,612,41.95044739940,-87.68350727470
17,031,050800,17031050800,508,Census Tract 508,5,5,,613,41.94500946860,-87.68092794260
17,031,051000,17031051000,510,Census Tract 510,5,5,,614,41.94130243100,-87.68573171660
17,031,051400,17031051400,514,Census Tract 514,5,5,,615,41.93574892130,-87.68099048810
17,031,081900,17031081900,819,Census Tract 819,8,8,,616,41.89798318950,-87.64149137520
17,031,252000,17031252000,2520,Census Tract 2520,25,25,,617,41.88369352520,-87.76987340950
17,031,260300,17031260300,2603,Census Tract 2603,26,26,,618,41.88427577020,-87.73313533190
17,031,040300,17031040300,403,Census Tract 403,4,4,,619,41.97680114160,-87.70197475780
17,031,040800,17031040800,408,Census Tract 408,4,4,,620,41.96316274980,-87.69230339850
17,031,050100,17031050100,501,Census Tract 501,5,5,,621,41.95784506850,-87.67637298230
17,031,050200,17031050200,502,Census Tract 502,5,5,,622,41.95774053180,-87.68371677410
17,031,050300,17031050300,503,Census Tract 503,5,5,,623,41.95767804330,-87.69151855760
17,031,380200,17031380200,3802,Census Tract 3802,38,38,,624,41.82057395410,-87.61498607560
17,031,081500,17031081500,815,Census Tract 815,8,8,,625,41.89255904110,-87.62623003120
17,031,720100,17031720100,7201,Census Tract 7201,72,72,,626,41.72759424920,-87.67472702570
17,031,720200,17031720200,7202,Census Tract 7202,72,72,,627,41.71302446880,-87.66605015190
17,031,720300,17031720300,7203,Census Tract 7203,72,72,,628,41.71390250500,-87.67714513740
17,031,720700,17031720700,7207,Census Tract 7207,72,72,,629,41.70310712170,-87.66513881410
17,031,730100,17031730100,7301,Census Tract 7301,73,73,,630,41.72517707570,-87.63842561890
17,031,730300,17031730300,7303,Census Tract 7303,73,73,,631,41.72746274060,-87.66456510790
17,031,031100,17031031100,311,Census Tract 311,3,3,,632,41.97266840920,-87.66386621100
17,031,031200,17031031200,312,Census Tract 312,3,3,,633,41.97270918370,-87.65734101370
17,031,031300,17031031300,313,Census Tract 313,3,3,,634,41.97290964720,-87.64678529400
17,031,031400,17031031400,314,Census Tract 314,3,3,,635,41.96257023700,-87.64052094790
17,031,570500,17031570500,5705,Census Tract 5705,57,57,,636,41.79860150300,-87.73245527820
17,031,580100,17031580100,5801,Census Tract 5801,58,58,,637,41.82805412380,-87.69074503700
17,031,580200,17031580200,5802,Census Tract 5802,58,58,,638,41.82677179940,-87.69934776340
17,031,580400,17031580400,5804,Census Tract 5804,58,58,,639,41.81527525930,-87.70918444790
17,031,580600,17031580600,5806,Census Tract 5806,58,58,,640,41.81739780750,-87.69203144130
17,031,530300,17031530300,5303,Census Tract 5303,53,53,,641,41.68131435500,-87.65175240870
17,031,500100,17031500100,5001,Census Tract 5001,50,50,,642,41.71468397030,-87.59502365470
17,031,050600,17031050600,506,Census Tract 506,5,5,,643,41.95054662870,-87.67618130960
17,031,050700,17031050700,507,Census Tract 507,5,5,,644,41.94507102490,-87.67605949260
17,031,050900,17031050900,509,Census Tract 509,5,5,,645,41.94494655150,-87.68577800250
17,031,051100,17031051100,511,Census Tract 511,5,5,,646,41.94136517010,-87.68082663870
17,031,051200,17031051200,512,Census Tract 512,5,5,,647,41.94142112310,-87.67595180080
17,031,051300,17031051300,513,Census Tract 513,5,5,,648,41.93599581120,-87.67584041510
17,031,060100,17031060100,601,Census Tract 601,6,6,,649,41.95753107120,-87.66661121030
17,031,060200,17031060200,602,Census Tract 602,6,6,,650,41.95790363580,-87.67151746500
17,031,081800,17031081800,818,Census Tract 818,8,8,,651,41.89325540060,-87.63779547770
17,031,090100,17031090100,901,Census Tract 901,9,9,,652,42.01525513330,-87.81358470750
17,031,090200,17031090200,902,Census Tract 902,9,9,Partially outside City Boundary,653,42.00559833660,-87.81322377530
17,031,090300,17031090300,903,Census Tract 903,9,9,Partially outside City Boundary,654,41.99922238550,-87.81661873850
17,031,100100,17031100100,1001,Census Tract 1001,10,10,,655,41.98958037180,-87.78303351860
17,031,100200,17031100200,1002,Census Tract 1002,10,10,,656,41.99561632890,-87.79424582110
17,031,260100,17031260100,2601,Census Tract 2601,26,26,,657,41.88435933870,-87.72333447450
17,031,260200,17031260200,2602,Census Tract 2602,26,26,,658,41.88432512030,-87.72822932710
17,031,491300,17031491300,4913,Census Tract 4913,49,49,,659,41.68889686900,-87.62780358430
17,031,720400,17031720400,7204,Census Tract 7204,72,72,,660,41.70999182980,-87.68666863930
17,031,530400,17031530400,5304,Census Tract 5304,53,53,,661,41.67403967480,-87.65152669610
17,031,750600,17031750600,7506,Census Tract 7506,75,75,,662,41.68863121870,-87.65204933090
17,031,040100,17031040100,401,Census Tract 401,4,4,,663,41.98333046530,-87.68199335920
17,031,040600,17031040600,406,Census Tract 406,4,4,,664,41.96683378100,-87.68401804880
17,031,040700,17031040700,407,Census Tract 407,4,4,,665,41.96680566770,-87.69408527840
17,031,040900,17031040900,409,Census Tract 409,4,4,,666,41.96318467570,-87.68385442750
17,031,980000,17031980000,9800,Census Tract 9800,76,76,Partially outside City Boundary (O'Hare),667,41.98026445870,-87.90389311980
17,031,081600,17031081600,816,Census Tract 816,8,8,,668,41.89210629070,-87.62887372470
17,031,081700,17031081700,817,Census Tract 817,8,8,,669,41.89206678470,-87.63186814100
17,031,251300,17031251300,2513,Census Tract 2513,25,25,,670,41.89842507010,-87.77038492630
17,031,251400,17031251400,2514,Census Tract 2514,25,25,,671,41.89099814560,-87.77012957310
17,031,251500,17031251500,2515,Census Tract 2515,25,25,,672,41.89111166040,-87.76034552030
17,031,251900,17031251900,2519,Census Tract 2519,25,25,,673,41.88381951280,-87.76010395380
17,031,260700,17031260700,2607,Census Tract 2607,26,26,,674,41.87705637920,-87.72799575830
17,031,600900,17031600900,6009,Census Tract 6009,60,60,,675,41.83651007000,-87.65315881710
17,031,611200,17031611200,6112,Census Tract 6112,61,61,,676,41.80499392710,-87.66244136730
17,031,062400,17031062400,624,Census Tract 624,6,6,,677,41.94155555140,-87.66628816370
17,031,062800,17031062800,628,Census Tract 628,6,6,,678,41.93615864870,-87.66126479330
17,031,062900,17031062900,629,Census Tract 629,6,6,,679,41.93623698640,-87.65641125720
17,031,063000,17031063000,630,Census Tract 630,6,6,,680,41.93631024740,-87.65156173340
17,031,063100,17031063100,631,Census Tract 631,6,6,,681,41.93823193170,-87.64677988210
17,031,063200,17031063200,632,Census Tract 632,6,6,,682,41.93916554260,-87.63464276030
17,031,063400,17031063400,634,Census Tract 634,6,6,,683,41.93465953110,-87.64673023260
17,031,271500,17031271500,2715,Census Tract 2715,27,27,,684,41.87178612490,-87.71315590850
17,031,611600,17031611600,6116,Census Tract 6116,61,61,,685,41.79759550280,-87.67674265080
17,031,580800,17031580800,5808,Census Tract 5808,58,58,,686,41.81021950550,-87.68664385630
17,031,600400,17031600400,6004,Census Tract 6004,60,60,,687,41.84171835190,-87.64393212120
17,031,060300,17031060300,603,Census Tract 603,6,6,,688,41.95060605610,-87.67133165770
17,031,060800,17031060800,608,Census Tract 608,6,6,,689,41.95384794850,-87.64376315450
17,031,061100,17031061100,611,Census Tract 611,6,6,,690,41.94913974940,-87.65680349120
17,031,061800,17031061800,618,Census Tract 618,6,6,,691,41.94648949280,-87.64711318900
17,031,110200,17031110200,1102,Census Tract 1102,11,11,,692,41.98006989970,-87.77344417360
17,031,251600,17031251600,2516,Census Tract 2516,25,25,,693,41.89140646050,-87.75180371960
17,031,251700,17031251700,2517,Census Tract 2517,25,25,,694,41.89138435010,-87.74447926850
17,031,251800,17031251800,2518,Census Tract 2518,25,25,,695,41.88414362330,-87.74788851000
17,031,570300,17031570300,5703,Census Tract 5703,57,57,,696,41.80414486690,-87.73079090690
17,031,570400,17031570400,5704,Census Tract 5704,57,57,,697,41.80499208300,-87.71913044940
17,031,100600,17031100600,1006,Census Tract 1006,10,10,,698,41.97920446290,-87.79739960330
17,031,100700,17031100700,1007,Census Tract 1007,10,10,,699,41.97212353670,-87.79762952360
17,031,110100,17031110100,1101,Census Tract 1101,11,11,,700,41.98748322230,-87.76969434490
17,031,260900,17031260900,2609,Census Tract 2609,26,26,,701,41.87102971560,-87.72281414680
17,031,261000,17031261000,2610,Census Tract 2610,26,26,,702,41.87133787230,-87.73200935360
17,031,270500,17031270500,2705,Census Tract 2705,27,27,,703,41.87623229000,-87.71779283260
17,031,520100,17031520100,5201,Census Tract 5201,52,52,,704,41.72033111830,-87.53049631900
17,031,610300,17031610300,6103,Census Tract 6103,61,61,,705,41.81617767040,-87.67510206880
17,031,610800,17031610800,6108,Census Tract 6108,61,61,,706,41.81270782230,-87.63840839600
17,031,611000,17031611000,6110,Census Tract 6110,61,61,,707,41.80477136230,-87.64993811350
17,031,611400,17031611400,6114,Census Tract 6114,61,61,,708,41.80489003570,-87.67216361420
17,031,062200,17031062200,622,Census Tract 622,6,6,,709,41.94258465270,-87.65664398810
17,031,062600,17031062600,626,Census Tract 626,6,6,,710,41.93597513630,-87.67098427790
17,031,062700,17031062700,627,Census Tract 627,6,6,,711,41.93608622570,-87.66611031840
17,031,120300,17031120300,1203,Census Tract 1203,12,12,,712,41.99111352050,-87.74006656680
17,031,271800,17031271800,2718,Census Tract 2718,27,27,,713,41.87149638900,-87.69848966120
17,031,520400,17031520400,5204,Census Tract 5204,52,52,,714,41.70299042040,-87.53072691230
17,031,260500,17031260500,2605,Census Tract 2605,26,26,,715,41.87666390840,-87.73772821360
17,031,260600,17031260600,2606,Census Tract 2606,26,26,,716,41.87710773790,-87.73286664430
17,031,580700,17031580700,5807,Census Tract 5807,58,58,,717,41.81748805810,-87.68684699880
17,031,590500,17031590500,5905,Census Tract 5905,59,59,,718,41.82666322210,-87.67990651330
17,031,590600,17031590600,5906,Census Tract 5906,59,59,,719,41.82683284140,-87.67292544840
17,031,590700,17031590700,5907,Census Tract 5907,59,59,,720,41.82678211920,-87.66385177870
17,031,600600,17031600600,6006,Census Tract 6006,60,60,,721,41.84225944590,-87.65546768570
17,031,600700,17031600700,6007,Census Tract 6007,60,60,,722,41.84069264800,-87.66062930830
17,031,060400,17031060400,604,Census Tract 604,6,6,,723,41.95067315570,-87.66653643040
17,031,060500,17031060500,605,Census Tract 605,6,6,,724,41.95272000590,-87.66050075090
17,031,060900,17031060900,609,Census Tract 609,6,6,,725,41.95069043580,-87.64047135120
17,031,061000,17031061000,610,Census Tract 610,6,6,,726,41.94922056490,-87.65197028760
17,031,061200,17031061200,612,Census Tract 612,6,6,,727,41.94905990680,-87.66164269390
17,031,061500,17031061500,615,Census Tract 615,6,6,,728,41.94528175910,-87.66154469600
17,031,062000,17031062000,620,Census Tract 620,6,6,,729,41.94257685490,-87.64707856600
17,031,062100,17031062100,621,Census Tract 621,6,6,,730,41.94269144260,-87.65177037230
17,031,260400,17031260400,2604,Census Tract 2604,26,26,,731,41.88421452620,-87.73804112550
17,031,100300,17031100300,1003,Census Tract 1003,10,10,,732,41.98870292480,-87.80440534960
17,031,100400,17031100400,1004,Census Tract 1004,10,10,,733,41.98896744620,-87.81804177510
17,031,100500,17031100500,1005,Census Tract 1005,10,10,,734,41.97806010710,-87.81973232160
17,031,260800,17031260800,2608,Census Tract 2608,26,26,,735,41.87708478210,-87.72309637510
17,031,271200,17031271200,2712,Census Tract 2712,27,27,,736,41.87735968500,-87.70356214900
17,031,610400,17031610400,6104,Census Tract 6104,61,61,,737,41.81039844750,-87.66744912460
17,031,611100,17031611100,6111,Census Tract 6111,61,61,,738,41.80505894850,-87.65758172730
17,031,611300,17031611300,6113,Census Tract 6113,61,61,,739,41.80493621590,-87.66730385470
17,031,062300,17031062300,623,Census Tract 623,6,6,,740,41.94162776870,-87.66144316930
17,031,062500,17031062500,625,Census Tract 625,6,6,,741,41.94148801800,-87.67110725110
17,031,070700,17031070700,707,Census Tract 707,7,7,,742,41.92926242730,-87.67380221690
17,031,071100,17031071100,711,Census Tract 711,7,7,,743,41.92177773650,-87.65106141130
17,031,071300,17031071300,713,Census Tract 713,7,7,,744,41.92177937370,-87.64145775560
17,031,120400,17031120400,1204,Census Tract 1204,12,12,,745,41.97723555680,-87.75216230870
17,031,130100,17031130100,1301,Census Tract 1301,13,13,,746,41.99110404750,-87.72080892190
17,031,130200,17031130200,1302,Census Tract 1302,13,13,,747,41.98085076770,-87.73606658920
17,031,140100,17031140100,1401,Census Tract 1401,14,14,,748,41.97108442070,-87.70579413510
17,031,140200,17031140200,1402,Census Tract 1402,14,14,,749,41.97069490040,-87.71300428010
17,031,140400,17031140400,1404,Census Tract 1404,14,14,,750,41.97153707990,-87.73894293260
17,031,292400,17031292400,2924,Census Tract 2924,29,29,,751,41.85523983920,-87.72239910950
17,031,292500,17031292500,2925,Census Tract 2925,29,29,,752,41.85516108510,-87.73224293510
17,031,300600,17031300600,3006,Census Tract 3006,30,30,,753,41.84799044680,-87.71733431510
17,031,300700,17031300700,3007,Census Tract 3007,30,30,,754,41.84807203110,-87.71245040240
17,031,282700,17031282700,2827,Census Tract 2827,28,28,,755,41.87136680150,-87.68868120810
17,031,282800,17031282800,2828,Census Tract 2828,28,28,,756,41.87026820330,-87.68491360660
17,031,283100,17031283100,2831,Census Tract 2831,28,28,,757,41.86927357600,-87.66404576760
17,031,283200,17031283200,2832,Census Tract 2832,28,28,,758,41.86957256330,-87.65919904720
17,031,283800,17031283800,2838,Census Tract 2838,28,28,,759,41.86341410110,-87.65375468930
17,031,290900,17031290900,2909,Census Tract 2909,29,29,,760,41.86241032660,-87.73245668840
17,031,291600,17031291600,2916,Census Tract 2916,29,29,,761,41.85764150540,-87.69221585820
17,031,630200,17031630200,6302,Census Tract 6302,63,63,,762,41.80274538140,-87.69404528450
17,031,630800,17031630800,6308,Census Tract 6308,63,63,,763,41.78996520550,-87.69857244880
17,031,271300,17031271300,2713,Census Tract 2713,27,27,,764,41.87730397210,-87.70845278900
17,031,280900,17031280900,2809,Census Tract 2809,28,28,,765,41.87863090500,-87.68512815160
17,031,611700,17031611700,6117,Census Tract 6117,61,61,,766,41.79759911940,-87.67197619000
17,031,612100,17031612100,6121,Census Tract 6121,61,61,,767,41.79791271460,-87.64768072520
17,031,070300,17031070300,703,Census Tract 703,7,7,,768,41.92904625140,-87.65131024550
17,031,070600,17031070600,706,Census Tract 706,7,7,,769,41.92876272150,-87.66567661430
17,031,300500,17031300500,3005,Census Tract 3005,30,30,,770,41.84742509140,-87.72193929550
17,031,291200,17031291200,2912,Census Tract 2912,29,29,,771,41.86266113920,-87.71287458320
17,031,620300,17031620300,6203,Census Tract 6203,62,62,,772,41.78950252260,-87.73044377860
17,031,620400,17031620400,6204,Census Tract 6204,62,62,,773,41.78963817600,-87.71816815880
17,031,630100,17031630100,6301,Census Tract 6301,63,63,,774,41.79927134950,-87.68166877670
17,031,630300,17031630300,6303,Census Tract 6303,63,63,,775,41.79886196810,-87.70863783070
17,031,630400,17031630400,6304,Census Tract 6304,63,63,,776,41.79725449040,-87.69878109970
17,031,630500,17031630500,6305,Census Tract 6305,63,63,,777,41.79742740050,-87.68901651870
17,031,110300,17031110300,1103,Census Tract 1103,11,11,,778,41.97529067230,-87.78323485480
17,031,110400,17031110400,1104,Census Tract 1104,11,11,,779,41.97295316580,-87.77261080640
17,031,120100,17031120100,1201,Census Tract 1201,12,12,,780,42.00198172430,-87.77500653590
17,031,120200,17031120200,1202,Census Tract 1202,12,12,,781,41.99452891870,-87.75761483500
17,031,271400,17031271400,2714,Census Tract 2714,27,27,,782,41.87724286920,-87.71333136840
17,031,280100,17031280100,2801,Census Tract 2801,28,28,,783,41.88529621750,-87.64280424190
17,031,280800,17031280800,2808,Census Tract 2808,28,28,,784,41.87859676960,-87.68890087850
17,031,281900,17031281900,2819,Census Tract 2819,28,28,,785,41.87924794860,-87.64262362760
17,031,550100,17031550100,5501,Census Tract 5501,55,55,,786,41.66503083310,-87.53533025310
17,031,611500,17031611500,6115,Census Tract 6115,61,61,,787,41.80544828340,-87.67865521760
17,031,611800,17031611800,6118,Census Tract 6118,61,61,,788,41.79764772950,-87.66711377470
17,031,611900,17031611900,6119,Census Tract 6119,61,61,,789,41.79774305040,-87.65982263730
17,031,612000,17031612000,6120,Census Tract 6120,61,61,,790,41.79784664470,-87.65253588910
17,031,620100,17031620100,6201,Census Tract 6201,62,62,,791,41.79801754610,-87.71802566090
17,031,620200,17031620200,6202,Census Tract 6202,62,62,,792,41.79552145800,-87.72923382800
17,031,070200,17031070200,702,Census Tract 702,7,7,,793,41.92907775200,-87.64629298080
17,031,070400,17031070400,704,Census Tract 704,7,7,,794,41.92896719870,-87.65615626300
17,031,070500,17031070500,705,Census Tract 705,7,7,,795,41.92894546830,-87.66089221100
17,031,071000,17031071000,710,Census Tract 710,7,7,,796,41.92170111600,-87.65591140870
17,031,071200,17031071200,712,Census Tract 712,7,7,,797,41.92185471690,-87.64621064140
17,031,130300,17031130300,1303,Census Tract 1303,13,13,,798,41.98655894660,-87.71339145440
17,031,292200,17031292200,2922,Census Tract 2922,29,29,,799,41.85665178270,-87.71570679650
17,031,630900,17031630900,6309,Census Tract 6309,63,63,,800,41.78981143240,-87.70836549250
